  Word				Document List			Total_Frequency		Doc1_Freq		Doc2_Freq		Doc3_Freq		Doc4_Freq		Doc5_Freq		Doc6_Freq		Doc7_Freq		Doc8_Freq		Doc9_Freq		Doc10_Freq
  outcom			{1, 6, 7, 8, 9}				       9		       3		       0		       0		       0		       0		       3		       1		       1		       1		       0
  outdat			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
   outer			{2, 4, 5, 6, 9}				      11		       0		       5		       0		       1		       1		       2		       0		       0		       2		       0
outermost			  {3, 7}				       3		       0		       0		       1		       0		       0		       0		       2		       0		       0		       0
 outflam			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
 outflow			  {1, 6}				       2		       1		       0		       0		       0		       0		       1		       0		       0		       0		       0
   outli			     {9}				       3		       0		       0		       0		       0		       0		       0		       0		       0		       3		       0
  outlin			{1, 5, 6, 7, 9, 10}				      29		      14		       0		       0		       0		       2		       2		       3		       0		       1		       7
 outlook			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
 outpour			     {5}				       1		       0		       0		       0		       0		       1		       0		       0		       0		       0		       0
  outsid			{1, 5, 6, 7, 8, 9, 10}				      13		       2		       0		       0		       0		       1		       2		       2		       2		       1		       3
outstand			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 outward			{1, 2, 3}				       3		       1		       1		       1		       0		       0		       0		       0		       0		       0		       0
    oval			     {5}				       3		       0		       0		       0		       0		       3		       0		       0		       0		       0		       0
   ovari			     {6}				       2		       0		       0		       0		       0		       0		       2		       0		       0		       0		       0
    oven			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
overcharg			     {9}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       1		       0
 overcom			    {10}				       1		       0		       0		       0		       0		       0		       0		       0		       0		       0		       1
overcrowd			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
overflow			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
overhang			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
overhead			  {9, 4}				       2		       0		       0		       0		       1		       0		       0		       0		       0		       1		       0
  overli			     {1}				       1		       1		       0		       0		       0		       0		       0		       0		       0		       0		       0
overlook			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
 overpow			  {1, 7}				       2		       1		       0		       0		       0		       0		       0		       1		       0		       0		       0
 overtak			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
overtaken			     {8}				       1		       0		       0		       0		       0		       0		       0		       0		       1		       0		       0
  ovipar			     {7}				       1		       0		       0		       0		       0		       0		       0		       1		       0		       0		       0
    ovul			  {6, 7}				       3		       0		       0		       0		       0		       0		       1		       2		       0		       0		       0
    ovum			     {6}				       6		       0		       0		       0		       0		       0		       6		       0		       0		       0		       0
     owe			{1, 4, 5, 7, 8, 9, 10}				      10		       2		       0		       0		       1		       1		       0		       1		       1		       1		       3
     own			    {10}				       2		       0		       0		       0		       0		       0		       0		       0		       0		       0		       2
   owner			 {2, 10}				       6		       0		       1		       0		       0		       0		       0		       0		       0		       0		       5
    oxal			     {6}				       1		       0		       0		       0		       0		       0		       1		       0		       0		       0		       0
  oxygen			{2, 6, 7}				      12		       0		       1		       0		       0		       0		       4		       7		       0		       0		       0
       p			 {1, 10}				       7		       6		       0		       0		       0		       0		       0		       0		       0		       0		       1
    pace			 {1, 10}				       2		       1		       0		       0		       0		       0		       0		       0		       0		       0		       1
   pacif			 {10, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       0		       1
    pack			  {9, 7}				       2		       0		       0		       0		       0		       0		       0		       1		       0		       1		       0
   paddl			     {7}				       2		       0		       0		       0		       0		       0		       0		       2		       0		       0		       0
    page			{1, 3, 5, 7, 9, 10}				      11		       1		       0		       1		       0		       1		       0		       1		       0		       3		       4
